"Route","Stop","Year","Rich_Grass","Route_factor","Year_Num","Burned","Year_Burned","easting","northing","count","mean","sum","stdDev","TSF"
"BoxElderRidge",1,2010,3,"BoxElderRidge",1,"0",NA,367697.196748312,4544023.61012314,799,7.451985292,5523.67451,9.298071723,-1
"BoxElderRidge",2,2010,3,"BoxElderRidge",1,"0",2014,367690.825675202,4543169.88547438,798,7.855778743,5823.411765,9.81480362,-1
"BoxElderRidge",3,2010,3,"BoxElderRidge",1,"1",2008,367763.256272645,4542370.2384494,798,8.851038497,6559.313725,14.71664046,2
"BoxElderRidge",4,2010,3,"BoxElderRidge",1,"0",NA,367705.632520873,4541482.93403411,802,26.96800483,19984.4549,21.56599929,-1
"BoxElderRidge",5,2010,3,"BoxElderRidge",1,"0",NA,367893.973226438,4540744.47059982,795,27.80450292,20601.93725,20.99367738,-1
"BoxElderRidge",6,2010,3,"BoxElderRidge",1,"0",NA,368081.66349853,4539980.8108851,804,27.23568562,20172.13725,22.07431094,-1
"BoxElderRidge",7,2010,4,"BoxElderRidge",1,"0",NA,367781.565418519,4539180.36793603,800,30.30283606,22450.71765,17.00667034,-1
"BoxElderRidge",8,2010,3,"BoxElderRidge",1,"0",NA,367535.233434677,4538393.29267739,796,21.64073207,16025.51373,18.24566961,-1
"BoxElderRidge",9,2010,2,"BoxElderRidge",1,"0",NA,367097.39088968,4537660.29279307,800,13.64270052,10101.37647,14.16204412,-1
"BoxElderRidge",10,2010,2,"BoxElderRidge",1,"0",NA,366526.151697716,4537096.55134931,797,18.76444021,13897.82745,16.64578979,-1
"BoxElderRidge",11,2010,2,"BoxElderRidge",1,"0",NA,366417.007712054,4536125.94426551,800,26.12343123,19345.88627,19.03700344,-1
"BoxElderRidge",12,2010,5,"BoxElderRidge",1,"0",NA,366155.554754345,4535333.06676196,795,11.02511969,8163.603922,12.9930759,-1
"BoxElderRidge",13,2010,3,"BoxElderRidge",1,"0",2014,365827.47156511,4534613.24490602,798,20.7790532,15383.26275,17.01946313,-1
"BoxElderRidge",14,2010,3,"BoxElderRidge",1,"0",NA,365702.961303721,4533688.86367319,796,18.04655536,13360.53725,13.17099902,-1
"BoxElderRidge",15,2010,3,"BoxElderRidge",1,"0",NA,365720.197366266,4532985.66563201,801,20.93646252,15496.18431,19.24940389,-1
"BoxElderRidge",16,2010,2,"BoxElderRidge",1,"0",NA,365130.291757136,4532638.7840439,798,39.2359235,29034.73725,22.34894205,-1
"BoxElderRidge",17,2010,1,"BoxElderRidge",1,"0",NA,364960.495968283,4531743.92096949,799,47.77510123,35349.07843,25.48600224,-1
"BoxElderRidge",18,2010,2,"BoxElderRidge",1,"0",NA,364947.693578724,4530934.23672589,798,31.53704705,23338.15686,23.03950827,-1
"BoxElderRidge",19,2010,3,"BoxElderRidge",1,"0",NA,365127.146494178,4530146.68471191,793,29.82134603,22061.24706,17.53698383,-1
"BoxElderRidge",20,2010,3,"BoxElderRidge",1,"0",NA,365164.109718103,4529426.88523188,796,20.92616994,15482.32941,17.3338474,-1
"BoxElderRidge",21,2010,3,"BoxElderRidge",1,"0",NA,365331.591279749,4528627.05966581,799,22.14652055,16381.65098,16.87461998,-1
"BoxElderRidge",22,2010,3,"BoxElderRidge",1,"0",NA,365525.713581121,4527817.7738119,803,20.00575758,14798.06275,16.71702714,-1
"BoxElderRidge",23,2010,3,"BoxElderRidge",1,"0",NA,365749.122965784,4527053.48771285,795,28.05217267,20741.77647,18.84641852,-1
"BoxElderRidge",24,2010,4,"BoxElderRidge",1,"0",2016,365869.87038579,4526255.02755283,798,29.47850363,21801.37647,19.22464389,-1
"BoxElderRidge",25,2010,5,"BoxElderRidge",1,"0",2016,366289.615369325,4525709.55631907,798,17.37076477,12845.30588,17.75978614,-1
"BoxElderRidge",26,2010,3,"BoxElderRidge",1,"0",2016,366574.167179561,4524929.48097712,798,16.25436619,12018.73333,18.23173013,-1
"BoxElderRidge",27,2010,4,"BoxElderRidge",1,"0",2016,366897.451521272,4524112.41956713,798,10.80703476,7989.619608,11.96928754,-1
"BoxElderRidge",28,2010,2,"BoxElderRidge",1,"0",NA,367089.737044968,4523528.10667253,792,15.0668283,11137.51765,17.43001108,-1
"BoxElderRidge",29,2010,6,"BoxElderRidge",1,"1",2007,366224.646202932,4523112.90192701,801,14.58916271,10781.21961,16.52757599,3
"BoxElderRidge",30,2010,4,"BoxElderRidge",1,"0",NA,365779.813271974,4522842.86039053,798,10.29950343,7613.231373,15.65117482,-1
"BoxElderRidge",31,2010,3,"BoxElderRidge",1,"0",NA,365944.039181842,4521930.04335559,793,11.07668188,8187.188235,14.93203041,-1
"BoxElderRidge",32,2010,3,"BoxElderRidge",1,"0",NA,366087.070278447,4521123.87775759,790,9.29056804,6866.094118,14.89625873,-1
"BoxElderRidge",33,2010,3,"BoxElderRidge",1,"0",NA,366527.605313024,4520435.04483092,800,27.18846278,20092.91373,23.16380528,-1
"BoxElderRidge",34,2010,3,"BoxElderRidge",1,"0",NA,366441.151079325,4519877.94186137,797,16.34200862,12075.6549,22.42631341,-1
"BoxElderRidge",35,2010,6,"BoxElderRidge",1,"0",NA,366040.119681585,4519407.87769638,796,4.016607663,2967.67451,6.753382321,-1
"BoxElderRidge",36,2010,6,"BoxElderRidge",1,"0",NA,365772.749512268,4518672.09099727,792,9.896944154,7311.823529,12.24526892,-1
"BoxElderRidge",37,2010,3,"BoxElderRidge",1,"0",NA,365893.504759753,4517958.90896796,797,14.19359634,10484.39216,13.95898749,-1
"BoxElderRidge",38,2010,6,"BoxElderRidge",1,"0",NA,366041.951655891,4517261.6676207,792,12.95272187,9564.188235,15.2909743,-1
"BoxElderRidge",39,2010,6,"BoxElderRidge",1,"0",NA,366425.987447685,4516428.81963105,798,7.557893787,5581.54902,11.75699748,-1
"BoxElderRidge",40,2010,4,"BoxElderRidge",1,"0",NA,366343.837456653,4515652.55201469,797,7.47314032,5518.752941,12.8858018,-1
"BoxElderRidge",41,2010,4,"BoxElderRidge",1,"0",NA,366317.988186055,4514804.69554219,792,6.510942819,4807.807843,11.1314769,-1
"BoxElderRidge",42,2010,4,"BoxElderRidge",1,"0",NA,366275.294005417,4513854.83295104,800,2.908787211,2147.768627,6.055450928,-1
"BoxElderRidge",43,2010,6,"BoxElderRidge",1,"0",NA,366256.995431024,4513043.02263967,792,0.993821553,733.6156863,1.726024417,-1
"BoxElderRidge",44,2010,5,"BoxElderRidge",1,"0",2015,366563.614093046,4512210.96301386,800,7.88639201,5821.54902,9.101619962,-1
"BoxElderRidge",45,2010,2,"BoxElderRidge",1,"0",NA,366145.411731844,4511598.58446087,792,8.765538164,6469.792157,9.877588117,-1
"BoxElderRidge",46,2010,4,"BoxElderRidge",1,"0",2015,366574.562368804,4510730.25150071,793,8.950001594,6604.960784,8.382281796,-1
"BoxElderRidge",47,2010,3,"BoxElderRidge",1,"0",NA,367071.729825126,4510118.99147642,788,9.429754086,6959.380392,9.472695994,-1
"BoxElderRidge",48,2010,4,"BoxElderRidge",1,"0",NA,367049.328566362,4509443.07166836,798,6.489168332,4788.039216,7.445790926,-1
"BoxElderRidge",49,2010,5,"BoxElderRidge",1,"0",NA,366493.830329285,4508799.65359048,797,14.9783934,11050.94118,16.49488678,-1
"BoxElderRidge",50,2010,4,"BoxElderRidge",1,"0",NA,365908.256786935,4508182.81557667,797,13.63665017,10061.22745,17.04309214,-1
"BoxElderRidge",51,2010,6,"BoxElderRidge",1,"0",NA,365423.195939068,4507470.45612101,798,1.265626495,933.6352941,1.250099713,-1
"BoxElderRidge",1,2011,6,"BoxElderRidge",2,"0",NA,367697.196748312,4544023.61012314,799,5.813189429,4308.941176,9.547886567,-1
"BoxElderRidge",2,2011,6,"BoxElderRidge",2,"0",2014,367690.825675202,4543169.88547438,798,5.83220564,4323.356863,9.120931601,-1
"BoxElderRidge",3,2011,6,"BoxElderRidge",2,"1",2008,367763.256272645,4542370.2384494,798,7.347294616,5444.921569,13.31806841,3
"BoxElderRidge",4,2011,3,"BoxElderRidge",2,"0",NA,367705.632520873,4541482.93403411,802,30.60321963,22678.30588,22.67151982,-1
"BoxElderRidge",5,2011,2,"BoxElderRidge",2,"0",NA,367893.973226438,4540744.47059982,795,31.52706622,23360.19608,22.88131649,-1
"BoxElderRidge",6,2011,4,"BoxElderRidge",2,"0",NA,368081.66349853,4539980.8108851,804,30.44883674,22551.96078,22.23722726,-1
"BoxElderRidge",7,2011,1,"BoxElderRidge",2,"0",NA,367781.565418519,4539180.36793603,800,34.62139802,25650.24706,17.61867755,-1
"BoxElderRidge",8,2011,3,"BoxElderRidge",2,"0",NA,367535.233434677,4538393.29267739,796,23.33323448,17278.8549,20.10652705,-1
"BoxElderRidge",9,2011,3,"BoxElderRidge",2,"0",NA,367097.39088968,4537660.29279307,800,13.55542668,10036.75686,14.40967768,-1
"BoxElderRidge",10,2011,3,"BoxElderRidge",2,"0",NA,366526.151697716,4537096.55134931,797,17.06385513,12638.29412,16.80095025,-1
"BoxElderRidge",11,2011,3,"BoxElderRidge",2,"0",NA,366417.007712054,4536125.94426551,800,23.39148071,17322.72157,18.61165226,-1
"BoxElderRidge",12,2011,4,"BoxElderRidge",2,"0",NA,366155.554754345,4535333.06676196,795,9.657815016,7151.176471,11.07094154,-1
"BoxElderRidge",13,2011,5,"BoxElderRidge",2,"0",2014,365827.47156511,4534613.24490602,798,18.65873516,13813.53725,15.79552337,-1
"BoxElderRidge",14,2011,3,"BoxElderRidge",2,"0",NA,365702.961303721,4533688.86367319,796,17.97218544,13305.47843,17.71046928,-1
"BoxElderRidge",15,2011,4,"BoxElderRidge",2,"0",NA,365720.197366266,4532985.66563201,801,20.8714998,15448.10196,22.22581919,-1
"BoxElderRidge",16,2011,2,"BoxElderRidge",2,"0",NA,365130.291757136,4532638.7840439,798,40.54039459,30000.05098,21.83359557,-1
"BoxElderRidge",17,2011,4,"BoxElderRidge",2,"0",NA,364960.495968283,4531743.92096949,799,47.25866565,34966.96471,25.75099503,-1
"BoxElderRidge",18,2011,4,"BoxElderRidge",2,"0",NA,364947.693578724,4530934.23672589,798,30.59937681,22644.25882,23.74109825,-1
"BoxElderRidge",19,2011,2,"BoxElderRidge",2,"0",NA,365127.146494178,4530146.68471191,793,32.3180064,23908.22745,20.18650605,-1
"BoxElderRidge",20,2011,5,"BoxElderRidge",2,"0",NA,365164.109718103,4529426.88523188,796,23.30769679,17244.31373,18.83214052,-1
"BoxElderRidge",21,2011,4,"BoxElderRidge",2,"0",NA,365331.591279749,4528627.05966581,799,22.61674672,16729.47451,19.32102652,-1
"BoxElderRidge",22,2011,3,"BoxElderRidge",2,"0",NA,365525.713581121,4527817.7738119,803,19.07439787,14109.1451,16.98085145,-1
"BoxElderRidge",23,2011,1,"BoxElderRidge",2,"0",NA,365749.122965784,4527053.48771285,795,27.51508642,20344.6549,19.00065199,-1
"BoxElderRidge",24,2011,2,"BoxElderRidge",2,"0",2016,365869.87038579,4526255.02755283,798,29.69409831,21960.82353,20.37626881,-1
"BoxElderRidge",25,2011,4,"BoxElderRidge",2,"0",2016,366289.615369325,4525709.55631907,798,18.99452184,14046.03922,18.93477771,-1
"BoxElderRidge",26,2011,4,"BoxElderRidge",2,"0",2016,366574.167179561,4524929.48097712,798,18.7460581,13861.12941,18.75984282,-1
"BoxElderRidge",27,2011,2,"BoxElderRidge",2,"0",2016,366897.451521272,4524112.41956713,798,9.658324537,7140.380392,12.49470965,-1
"BoxElderRidge",28,2011,2,"BoxElderRidge",2,"0",NA,367089.737044968,4523528.10667253,792,12.8771605,9518.898039,17.38124686,-1
"BoxElderRidge",29,2011,6,"BoxElderRidge",2,"1",2007,366224.646202932,4523112.90192701,801,10.81950414,7995.486275,15.68336754,4
"BoxElderRidge",30,2011,5,"BoxElderRidge",2,"0",NA,365779.813271974,4522842.86039053,798,9.821170129,7259.654902,15.93584954,-1
"BoxElderRidge",31,2011,5,"BoxElderRidge",2,"0",NA,365944.039181842,4521930.04335559,793,11.19000955,8270.952941,14.53630677,-1
"BoxElderRidge",32,2011,4,"BoxElderRidge",2,"0",NA,366087.070278447,4521123.87775759,790,9.066275769,6700.333333,15.76288185,-1
"BoxElderRidge",33,2011,4,"BoxElderRidge",2,"0",NA,366527.605313024,4520435.04483092,800,27.64886894,20433.16471,24.43073752,-1
"BoxElderRidge",34,2011,4,"BoxElderRidge",2,"0",NA,366441.151079325,4519877.94186137,797,15.46835927,11430.08627,20.89858079,-1
"BoxElderRidge",35,2011,7,"BoxElderRidge",2,"0",NA,366040.119681585,4519407.87769638,796,2.671084408,1973.533333,5.287582483,-1
"BoxElderRidge",36,2011,5,"BoxElderRidge",2,"0",NA,365772.749512268,4518672.09099727,792,8.54823693,6315.403922,11.00904271,-1
"BoxElderRidge",37,2011,5,"BoxElderRidge",2,"0",NA,365893.504759753,4517958.90896796,797,11.00375874,8128.152941,11.7582897,-1
"BoxElderRidge",38,2011,5,"BoxElderRidge",2,"0",NA,366041.951655891,4517261.6676207,792,9.178272877,6777.164706,11.29518264,-1
"BoxElderRidge",39,2011,6,"BoxElderRidge",2,"0",NA,366425.987447685,4516428.81963105,798,6.59211232,4868.313725,10.05856932,-1
"BoxElderRidge",40,2011,7,"BoxElderRidge",2,"0",NA,366343.837456653,4515652.55201469,797,7.636045499,5639.054902,12.30864468,-1
"BoxElderRidge",41,2011,6,"BoxElderRidge",2,"0",NA,366317.988186055,4514804.69554219,792,6.038927864,4459.262745,9.944165816,-1
"BoxElderRidge",42,2011,6,"BoxElderRidge",2,"0",NA,366275.294005417,4513854.83295104,800,3.073781767,2269.596078,5.777707158,-1
"BoxElderRidge",43,2011,6,"BoxElderRidge",2,"0",NA,366256.995431024,4513043.02263967,792,1.130342391,834.3921569,1.90250546,-1
"BoxElderRidge",44,2011,7,"BoxElderRidge",2,"0",2015,366563.614093046,4512210.96301386,800,7.475193242,5518.011765,7.835997763,-1
"BoxElderRidge",45,2011,3,"BoxElderRidge",2,"0",NA,366145.411731844,4511598.58446087,792,6.261308936,4621.435294,7.441032687,-1
"BoxElderRidge",46,2011,4,"BoxElderRidge",2,"0",2015,366574.562368804,4510730.25150071,793,6.363146036,4695.901961,7.487550831,-1
"BoxElderRidge",47,2011,6,"BoxElderRidge",2,"0",NA,367071.729825126,4510118.99147642,788,7.895752301,5827.25098,7.573928968,-1
"BoxElderRidge",48,2011,5,"BoxElderRidge",2,"0",NA,367049.328566362,4509443.07166836,798,5.73474106,4231.384314,7.528070722,-1
"BoxElderRidge",49,2011,4,"BoxElderRidge",2,"0",NA,366493.830329285,4508799.65359048,797,17.06283187,12588.82353,18.98807556,-1
"BoxElderRidge",50,2011,5,"BoxElderRidge",2,"0",NA,365908.256786935,4508182.81557667,797,10.05829139,7421.086275,14.7480707,-1
"BoxElderRidge",51,2011,6,"BoxElderRidge",2,"0",NA,365423.195939068,4507470.45612101,798,0.435016746,320.9058824,0.596259511,-1
"BoxElderRidge",1,2012,4,"BoxElderRidge",3,"0",NA,367697.196748312,4544023.61012314,799,5.985932333,4436.984314,10.82456645,-1
"BoxElderRidge",2,2012,3,"BoxElderRidge",3,"0",2014,367690.825675202,4543169.88547438,798,5.127498955,3800.964706,8.540407322,-1
"BoxElderRidge",3,2012,4,"BoxElderRidge",3,"1",2008,367763.256272645,4542370.2384494,798,5.393194867,3996.780392,11.04135929,4
"BoxElderRidge",4,2012,1,"BoxElderRidge",3,"0",NA,367705.632520873,4541482.93403411,802,30.81962364,22838.67059,21.36749875,-1
"BoxElderRidge",5,2012,2,"BoxElderRidge",3,"0",NA,367893.973226438,4540744.47059982,795,29.48369358,21846.1451,22.36183644,-1
"BoxElderRidge",6,2012,2,"BoxElderRidge",3,"0",NA,368081.66349853,4539980.8108851,804,28.01097604,20746.35686,21.94140812,-1
"BoxElderRidge",7,2012,2,"BoxElderRidge",3,"0",NA,367781.565418519,4539180.36793603,800,32.95668099,24416.89412,17.2773189,-1
"BoxElderRidge",8,2012,2,"BoxElderRidge",3,"0",NA,367535.233434677,4538393.29267739,796,22.75753307,16852.53333,18.88718398,-1
"BoxElderRidge",9,2012,3,"BoxElderRidge",3,"0",NA,367097.39088968,4537660.29279307,800,12.89350028,9546.65098,15.3800512,-1
"BoxElderRidge",10,2012,4,"BoxElderRidge",3,"0",NA,366526.151697716,4537096.55134931,797,17.42504964,12905.81176,17.68358444,-1
"BoxElderRidge",11,2012,3,"BoxElderRidge",3,"0",NA,366417.007712054,4536125.94426551,800,24.46597155,18118.44314,20.65931142,-1
"BoxElderRidge",12,2012,3,"BoxElderRidge",3,"0",NA,366155.554754345,4535333.06676196,795,10.26817113,7603.117647,12.56774839,-1
"BoxElderRidge",13,2012,5,"BoxElderRidge",3,"0",2014,365827.47156511,4534613.24490602,798,18.35361235,13587.64706,16.78650062,-1
"BoxElderRidge",14,2012,4,"BoxElderRidge",3,"0",NA,365702.961303721,4533688.86367319,796,14.07850158,10422.83922,13.6629924,-1
"BoxElderRidge",15,2012,2,"BoxElderRidge",3,"0",NA,365720.197366266,4532985.66563201,801,20.13113347,14900.11765,21.62089144,-1
"BoxElderRidge",16,2012,1,"BoxElderRidge",3,"0",NA,365130.291757136,4532638.7840439,798,39.05543691,28901.17647,23.23657405,-1
"BoxElderRidge",17,2012,3,"BoxElderRidge",3,"0",NA,364960.495968283,4531743.92096949,799,47.70314189,35295.83529,27.14288221,-1
"BoxElderRidge",18,2012,3,"BoxElderRidge",3,"0",NA,364947.693578724,4530934.23672589,798,29.98195076,22187.34902,24.16965555,-1
"BoxElderRidge",19,2012,4,"BoxElderRidge",3,"0",NA,365127.146494178,4530146.68471191,793,32.72187825,24207.00392,20.31036431,-1
"BoxElderRidge",20,2012,3,"BoxElderRidge",3,"0",NA,365164.109718103,4529426.88523188,796,21.50737559,15912.33725,19.55120963,-1
"BoxElderRidge",21,2012,2,"BoxElderRidge",3,"0",NA,365331.591279749,4528627.05966581,799,19.9142995,14730.4902,19.70174261,-1
"BoxElderRidge",22,2012,1,"BoxElderRidge",3,"0",NA,365525.713581121,4527817.7738119,803,16.85905599,12470.47843,16.54630646,-1
"BoxElderRidge",23,2012,1,"BoxElderRidge",3,"0",NA,365749.122965784,4527053.48771285,795,30.72060547,22714.81569,20.51042677,-1
"BoxElderRidge",24,2012,2,"BoxElderRidge",3,"0",2016,365869.87038579,4526255.02755283,798,30.43830532,22511.21569,20.75075718,-1
"BoxElderRidge",25,2012,2,"BoxElderRidge",3,"0",2016,366289.615369325,4525709.55631907,798,19.16483266,14171.98039,18.32079948,-1
"BoxElderRidge",26,2012,3,"BoxElderRidge",3,"0",2016,366574.167179561,4524929.48097712,798,16.87878081,12480.43529,18.27019215,-1
"BoxElderRidge",27,2012,2,"BoxElderRidge",3,"0",2016,366897.451521272,4524112.41956713,798,8.956609608,6621.603922,12.15733571,-1
"BoxElderRidge",28,2012,2,"BoxElderRidge",3,"0",NA,367089.737044968,4523528.10667253,792,11.0108277,8139.290196,15.12874278,-1
"BoxElderRidge",29,2012,3,"BoxElderRidge",3,"1",2007,366224.646202932,4523112.90192701,801,9.588902686,7086.086275,12.74391055,5
"BoxElderRidge",30,2012,4,"BoxElderRidge",3,"0",NA,365779.813271974,4522842.86039053,798,9.274977187,6855.917647,13.44763671,-1
"BoxElderRidge",31,2012,2,"BoxElderRidge",3,"0",NA,365944.039181842,4521930.04335559,793,9.444025891,6980.431373,11.79745453,-1
"BoxElderRidge",32,2012,6,"BoxElderRidge",3,"0",NA,366087.070278447,4521123.87775759,790,7.157512403,5289.682353,12.43150895,-1
"BoxElderRidge",33,2012,2,"BoxElderRidge",3,"0",NA,366527.605313024,4520435.04483092,800,23.28795814,17210.34902,21.18276389,-1
"BoxElderRidge",34,2012,3,"BoxElderRidge",3,"0",NA,366441.151079325,4519877.94186137,797,15.85247415,11713.92157,20.72109675,-1
"BoxElderRidge",35,2012,5,"BoxElderRidge",3,"0",NA,366040.119681585,4519407.87769638,796,2.820176533,2083.690196,5.397584228,-1
"BoxElderRidge",36,2012,5,"BoxElderRidge",3,"0",NA,365772.749512268,4518672.09099727,792,9.06951426,6700.521569,11.36190215,-1
"BoxElderRidge",37,2012,4,"BoxElderRidge",3,"0",NA,365893.504759753,4517958.90896796,797,12.81688885,9467.458824,12.39791378,-1
"BoxElderRidge",38,2012,7,"BoxElderRidge",3,"0",NA,366041.951655891,4517261.6676207,792,10.48343513,7740.886275,12.60832457,-1
"BoxElderRidge",39,2012,4,"BoxElderRidge",3,"0",NA,366425.987447685,4516428.81963105,798,5.902038562,4358.690196,9.936406862,-1
"BoxElderRidge",40,2012,3,"BoxElderRidge",3,"0",NA,366343.837456653,4515652.55201469,797,6.764146735,4995.176471,11.35806015,-1
"BoxElderRidge",41,2012,5,"BoxElderRidge",3,"0",NA,366317.988186055,4514804.69554219,792,5.647094749,4169.92549,9.741633514,-1
"BoxElderRidge",42,2012,5,"BoxElderRidge",3,"0",NA,366275.294005417,4513854.83295104,800,2.397036408,1769.905882,5.39674381,-1
"BoxElderRidge",43,2012,5,"BoxElderRidge",3,"0",NA,366256.995431024,4513043.02263967,792,0.565049008,417.1058824,1.85901126,-1
"BoxElderRidge",44,2012,5,"BoxElderRidge",3,"0",2015,366563.614093046,4512210.96301386,800,7.74702898,5718.67451,10.7553231,-1
"BoxElderRidge",45,2012,2,"BoxElderRidge",3,"0",NA,366145.411731844,4511598.58446087,792,5.048567057,3726.317647,6.635959564,-1
"BoxElderRidge",46,2012,3,"BoxElderRidge",3,"0",2015,366574.562368804,4510730.25150071,793,5.255773543,3878.678431,6.549937578,-1
"BoxElderRidge",47,2012,4,"BoxElderRidge",3,"0",NA,367071.729825126,4510118.99147642,788,5.851936279,4318.866667,6.396736087,-1
"BoxElderRidge",48,2012,4,"BoxElderRidge",3,"0",NA,367049.328566362,4509443.07166836,798,5.560589311,4102.886275,7.381379157,-1
"BoxElderRidge",49,2012,4,"BoxElderRidge",3,"0",NA,366493.830329285,4508799.65359048,797,15.82641373,11676.60392,17.01469178,-1
"BoxElderRidge",50,2012,4,"BoxElderRidge",3,"0",NA,365908.256786935,4508182.81557667,797,9.854438958,7270.682353,14.41065472,-1
"BoxElderRidge",51,2012,4,"BoxElderRidge",3,"0",NA,365423.195939068,4507470.45612101,798,0.506863006,373.9058824,0.543067924,-1
"BoxElderRidge",1,2013,3,"BoxElderRidge",4,"0",NA,367697.196748312,4544023.61012314,799,3.314165542,2456.576471,7.705388887,-1
"BoxElderRidge",2,2013,3,"BoxElderRidge",4,"0",2014,367690.825675202,4543169.88547438,798,8.314184596,6163.223529,11.32792517,-1
"BoxElderRidge",3,2013,3,"BoxElderRidge",4,"1",2008,367763.256272645,4542370.2384494,798,9.583468713,7102.101961,14.36191747,5
"BoxElderRidge",4,2013,2,"BoxElderRidge",4,"0",NA,367705.632520873,4541482.93403411,802,36.33091138,26922.77255,21.0842169,-1
"BoxElderRidge",5,2013,1,"BoxElderRidge",4,"0",NA,367893.973226438,4540744.47059982,795,32.06893048,23761.69412,21.42998701,-1
"BoxElderRidge",6,2013,3,"BoxElderRidge",4,"0",NA,368081.66349853,4539980.8108851,804,29.74413605,22030.02353,20.63131562,-1
"BoxElderRidge",7,2013,1,"BoxElderRidge",4,"0",NA,367781.565418519,4539180.36793603,800,39.64041096,29368.72549,18.03410792,-1
"BoxElderRidge",8,2013,1,"BoxElderRidge",4,"0",NA,367535.233434677,4538393.29267739,796,27.42699938,20310.39216,20.12361877,-1
"BoxElderRidge",9,2013,2,"BoxElderRidge",4,"0",NA,367097.39088968,4537660.29279307,800,11.91826088,8824.560784,12.91482651,-1
"BoxElderRidge",10,2013,3,"BoxElderRidge",4,"0",NA,366526.151697716,4537096.55134931,797,17.67655203,13092.08627,17.70081053,-1
"BoxElderRidge",11,2013,5,"BoxElderRidge",4,"0",NA,366417.007712054,4536125.94426551,800,26.27819023,19460.49412,20.30724686,-1
"BoxElderRidge",12,2013,4,"BoxElderRidge",4,"0",NA,366155.554754345,4535333.06676196,795,11.75290759,8702.498039,13.80871509,-1
"BoxElderRidge",13,2013,3,"BoxElderRidge",4,"0",2014,365827.47156511,4534613.24490602,798,22.16459109,16409.01176,17.46506298,-1
"BoxElderRidge",14,2013,3,"BoxElderRidge",4,"0",NA,365702.961303721,4533688.86367319,796,19.51241617,14445.76863,14.99002782,-1
"BoxElderRidge",15,2013,4,"BoxElderRidge",4,"0",NA,365720.197366266,4532985.66563201,801,19.11097865,14145.04706,15.4158366,-1
"BoxElderRidge",16,2013,4,"BoxElderRidge",4,"0",NA,365130.291757136,4532638.7840439,798,38.10414359,28197.21569,19.78959101,-1
"BoxElderRidge",17,2013,5,"BoxElderRidge",4,"0",NA,364960.495968283,4531743.92096949,799,44.15985605,32674.13725,21.96318475,-1
"BoxElderRidge",18,2013,3,"BoxElderRidge",4,"0",NA,364947.693578724,4530934.23672589,798,35.92501563,26585.35686,22.67831086,-1
"BoxElderRidge",19,2013,3,"BoxElderRidge",4,"0",NA,365127.146494178,4530146.68471191,793,31.13484659,23032.94902,16.44101981,-1
"BoxElderRidge",20,2013,4,"BoxElderRidge",4,"0",NA,365164.109718103,4529426.88523188,796,24.06983351,17808.18431,18.38860027,-1
"BoxElderRidge",21,2013,5,"BoxElderRidge",4,"0",NA,365331.591279749,4528627.05966581,799,23.12781118,17107.50588,19.11940437,-1
"BoxElderRidge",22,2013,1,"BoxElderRidge",4,"0",NA,365525.713581121,4527817.7738119,803,21.94449717,16232.12941,17.19092621,-1
"BoxElderRidge",23,2013,2,"BoxElderRidge",4,"0",NA,365749.122965784,4527053.48771285,795,31.9753165,23642.54902,21.44291764,-1
"BoxElderRidge",24,2013,2,"BoxElderRidge",4,"0",2016,365869.87038579,4526255.02755283,798,34.65820033,25632.11765,22.33670702,-1
"BoxElderRidge",25,2013,4,"BoxElderRidge",4,"0",2016,366289.615369325,4525709.55631907,798,26.59305181,19664.98824,21.60744035,-1
"BoxElderRidge",26,2013,6,"BoxElderRidge",4,"0",2016,366574.167179561,4524929.48097712,798,22.08816713,16332.33725,22.5469674,-1
"BoxElderRidge",27,2013,5,"BoxElderRidge",4,"0",2016,366897.451521272,4524112.41956713,798,12.1440317,8978.058824,14.81335567,-1
"BoxElderRidge",28,2013,3,"BoxElderRidge",4,"0",NA,367089.737044968,4523528.10667253,792,15.83018918,11701.8,16.09977515,-1
"BoxElderRidge",29,2013,6,"BoxElderRidge",4,"1",2007,366224.646202932,4523112.90192701,801,11.737394,8673.796078,11.90178744,6
"BoxElderRidge",30,2013,4,"BoxElderRidge",4,"0",NA,365779.813271974,4522842.86039053,798,11.34694841,8387.486275,13.80984425,-1
"BoxElderRidge",31,2013,4,"BoxElderRidge",4,"0",NA,365944.039181842,4521930.04335559,793,11.14252971,8235.858824,13.47279925,-1
"BoxElderRidge",32,2013,5,"BoxElderRidge",4,"0",NA,366087.070278447,4521123.87775759,790,7.751686079,5728.8,13.61575357,-1
"BoxElderRidge",33,2013,4,"BoxElderRidge",4,"0",NA,366527.605313024,4520435.04483092,800,28.7401022,21239.61176,21.77819652,-1
"BoxElderRidge",34,2013,5,"BoxElderRidge",4,"0",NA,366441.151079325,4519877.94186137,797,18.24634874,13482.83529,22.67564566,-1
"BoxElderRidge",35,2013,7,"BoxElderRidge",4,"0",NA,366040.119681585,4519407.87769638,796,4.325391307,3195.819608,7.3276829,-1
"BoxElderRidge",36,2013,6,"BoxElderRidge",4,"0",NA,365772.749512268,4518672.09099727,792,18.18099399,13432.04706,15.15994946,-1
"BoxElderRidge",37,2013,4,"BoxElderRidge",4,"0",NA,365893.504759753,4517958.90896796,797,20.73432398,15315.83529,14.43789575,-1
"BoxElderRidge",38,2013,7,"BoxElderRidge",4,"0",NA,366041.951655891,4517261.6676207,792,14.54646556,10740.99608,15.47941769,-1
